DriverNumber,Abbreviation,TeamName,GridPosition,Position,Status,Points,Year,RaceNumber,EventName,CircuitName
23,ALB,Williams,6.0,10.0,Finished,1.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
18,STR,Aston Martin,9.0,11.0,Finished,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
4,NOR,McLaren,17.0,12.0,Finished,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
22,TSU,AlphaTauri,0.0,13.0,Finished,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
24,ZHO,Alfa Romeo,18.0,14.0,Finished,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
3,RIC,McLaren,7.0,15.0,Finished,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
20,MAG,Haas F1 Team,12.0,16.0,+1 Lap,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
47,MSC,Haas F1 Team,19.0,17.0,+1 Lap,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
6,LAT,Williams,11.0,18.0,+1 Lap,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
77,BOT,Alfa Romeo,13.0,19.0,Accident,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
44,HAM,Mercedes,4.0,20.0,Collision damage,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
1,VER,Red Bull Racing,1.0,1.0,Finished,26.0,2022,15,Dutch Grand Prix,Zandvoort
63,RUS,Mercedes,6.0,2.0,Finished,18.0,2022,15,Dutch Grand Prix,Zandvoort
16,LEC,Ferrari,2.0,3.0,Finished,15.0,2022,15,Dutch Grand Prix,Zandvoort
44,HAM,Mercedes,4.0,4.0,Finished,12.0,2022,15,Dutch Grand Prix,Zandvoort
11,PER,Red Bull Racing,5.0,5.0,Finished,10.0,2022,15,Dutch Grand Prix,Zandvoort
14,ALO,Alpine,13.0,6.0,Finished,8.0,2022,15,Dutch Grand Prix,Zandvoort
4,NOR,McLaren,7.0,7.0,Finished,6.0,2022,15,Dutch Grand Prix,Zandvoort
55,SAI,Ferrari,3.0,8.0,Finished,4.0,2022,15,Dutch Grand Prix,Zandvoort
31,OCO,Alpine,12.0,9.0,Finished,2.0,2022,15,Dutch Grand Prix,Zandvoort
18,STR,Aston Martin,10.0,10.0,Finished,1.0,2022,15,Dutch Grand Prix,Zandvoort
10,GAS,AlphaTauri,11.0,11.0,Finished,0.0,2022,15,Dutch Grand Prix,Zandvoort
23,ALB,Williams,15.0,12.0,Finished,0.0,2022,15,Dutch Grand Prix,Zandvoort
47,MSC,Haas F1 Team,8.0,13.0,Finished,0.0,2022,15,Dutch Grand Prix,Zandvoort
5,VET,Aston Martin,19.0,14.0,Finished,0.0,2022,15,Dutch Grand Prix,Zandvoort
20,MAG,Haas F1 Team,18.0,15.0,Finished,0.0,2022,15,Dutch Grand Prix,Zandvoort
24,ZHO,Alfa Romeo,14.0,16.0,Finished,0.0,2022,15,Dutch Grand Prix,Zandvoort
3,RIC,McLaren,17.0,17.0,Finished,0.0,2022,15,Dutch Grand Prix,Zandvoort
6,LAT,Williams,20.0,18.0,+1 Lap,0.0,2022,15,Dutch Grand Prix,Zandvoort
77,BOT,Alfa Romeo,16.0,19.0,Engine,0.0,2022,15,Dutch Grand Prix,Zandvoort
22,TSU,AlphaTauri,9.0,20.0,Differential,0.0,2022,15,Dutch Grand Prix,Zandvoort
1,VER,Red Bull Racing,7.0,1.0,Finished,25.0,2022,16,Italian Grand Prix,Monza
16,LEC,Ferrari,1.0,2.0,Finished,18.0,2022,16,Italian Grand Prix,Monza
63,RUS,Mercedes,2.0,3.0,Finished,15.0,2022,16,Italian Grand Prix,Monza
55,SAI,Ferrari,18.0,4.0,Finished,12.0,2022,16,Italian Grand Prix,Monza
44,HAM,Mercedes,19.0,5.0,Finished,10.0,2022,16,Italian Grand Prix,Monza
11,PER,Red Bull Racing,13.0,6.0,Finished,9.0,2022,16,Italian Grand Prix,Monza
4,NOR,McLaren,3.0,7.0,Finished,6.0,2022,16,Italian Grand Prix,Monza
10,GAS,AlphaTauri,5.0,8.0,Finished,4.0,2022,16,Italian Grand Prix,Monza
45,DEV,Williams,8.0,9.0,Finished,2.0,2022,16,Italian Grand Prix,Monza
24,ZHO,Alfa Romeo,9.0,10.0,Finished,1.0,2022,16,Italian Grand Prix,Monza
31,OCO,Alpine,14.0,11.0,Finished,0.0,2022,16,Italian Grand Prix,Monza
47,MSC,Haas F1 Team,17.0,12.0,Finished,0.0,2022,16,Italian Grand Prix,Monza
77,BOT,Alfa Romeo,15.0,13.0,+1 Lap,0.0,2022,16,Italian Grand Prix,Monza
22,TSU,AlphaTauri,20.0,14.0,+1 Lap,0.0,2022,16,Italian Grand Prix,Monza
6,LAT,Williams,10.0,15.0,+1 Lap,0.0,2022,16,Italian Grand Prix,Monza
20,MAG,Haas F1 Team,16.0,16.0,+1 Lap,0.0,2022,16,Italian Grand Prix,Monza
3,RIC,McLaren,4.0,17.0,Oil leak,0.0,2022,16,Italian Grand Prix,Monza
18,STR,Aston Martin,12.0,18.0,Engine,0.0,2022,16,Italian Grand Prix,Monza
14,ALO,Alpine,6.0,19.0,Water pressure,0.0,2022,16,Italian Grand Prix,Monza
5,VET,Aston Martin,11.0,20.0,Engine,0.0,2022,16,Italian Grand Prix,Monza
11,PER,Red Bull Racing,2.0,1.0,Finished,25.0,2022,17,Singapore Grand Prix,Marina Bay
16,LEC,Ferrari,1.0,2.0,Finished,18.0,2022,17,Singapore Grand Prix,Marina Bay
55,SAI,Ferrari,4.0,3.0,Finished,15.0,2022,17,Singapore Grand Prix,Marina Bay
4,NOR,McLaren,6.0,4.0,Finished,12.0,2022,17,Singapore Grand Prix,Marina Bay
3,RIC,McLaren,16.0,5.0,Finished,10.0,2022,17,Singapore Grand Prix,Marina Bay
18,STR,Aston Martin,11.0,6.0,Finished,8.0,2022,17,Singapore Grand Prix,Marina Bay
1,VER,Red Bull Racing,8.0,7.0,Finished,6.0,2022,17,Singapore Grand Prix,Marina Bay
5,VET,Aston Martin,13.0,8.0,Finished,4.0,2022,17,Singapore Grand Prix,Marina Bay
44,HAM,Mercedes,3.0,9.0,Finished,2.0,2022,17,Singapore Grand Prix,Marina Bay
10,GAS,AlphaTauri,7.0,10.0,Finished,1.0,2022,17,Singapore Grand Prix,Marina Bay
77,BOT,Alfa Romeo,15.0,11.0,Finished,0.0,2022,17,Singapore Grand Prix,Marina Bay
20,MAG,Haas F1 Team,9.0,12.0,Finished,0.0,2022,17,Singapore Grand Prix,Marina Bay
47,MSC,Haas F1 Team,12.0,13.0,+1 Lap,0.0,2022,17,Singapore Grand Prix,Marina Bay
63,RUS,Mercedes,0.0,14.0,+2 Laps,0.0,2022,17,Singapore Grand Prix,Marina Bay
22,TSU,AlphaTauri,10.0,15.0,Accident,0.0,2022,17,Singapore Grand Prix,Marina Bay
31,OCO,Alpine,17.0,16.0,Engine,0.0,2022,17,Singapore Grand Prix,Marina Bay
23,ALB,Williams,18.0,17.0,Collision damage,0.0,2022,17,Singapore Grand Prix,Marina Bay
14,ALO,Alpine,5.0,18.0,Engine,0.0,2022,17,Singapore Grand Prix,Marina Bay
6,LAT,Williams,19.0,19.0,Collision damage,0.0,2022,17,Singapore Grand Prix,Marina Bay
24,ZHO,Alfa Romeo,14.0,20.0,Collision,0.0,2022,17,Singapore Grand Prix,Marina Bay
1,VER,Red Bull Racing,1.0,1.0,Finished,26.0,2024,1,Bahrain Grand Prix,Sakhir
11,PER,Red Bull Racing,5.0,2.0,Finished,18.0,2024,1,Bahrain Grand Prix,Sakhir
55,SAI,Ferrari,4.0,3.0,Finished,15.0,2024,1,Bahrain Grand Prix,Sakhir
16,LEC,Ferrari,2.0,4.0,Finished,12.0,2024,1,Bahrain Grand Prix,Sakhir
63,RUS,Mercedes,3.0,5.0,Finished,10.0,2024,1,Bahrain Grand Prix,Sakhir
4,NOR,McLaren,7.0,6.0,Finished,8.0,2024,1,Bahrain Grand Prix,Sakhir
44,HAM,Mercedes,9.0,7.0,Finished,6.0,2024,1,Bahrain Grand Prix,Sakhir
81,PIA,McLaren,8.0,8.0,Finished,4.0,2024,1,Bahrain Grand Prix,Sakhir
14,ALO,Aston Martin,6.0,9.0,Finished,2.0,2024,1,Bahrain Grand Prix,Sakhir
18,STR,Aston Martin,12.0,10.0,Finished,1.0,2024,1,Bahrain Grand Prix,Sakhir
24,ZHO,Kick Sauber,17.0,11.0,Lapped,0.0,2024,1,Bahrain Grand Prix,Sakhir
20,MAG,Haas F1 Team,15.0,12.0,Lapped,0.0,2024,1,Bahrain Grand Prix,Sakhir
3,RIC,RB,14.0,13.0,Lapped,0.0,2024,1,Bahrain Grand Prix,Sakhir
22,TSU,RB,11.0,14.0,Lapped,0.0,2024,1,Bahrain Grand Prix,Sakhir
23,ALB,Williams,13.0,15.0,Lapped,0.0,2024,1,Bahrain Grand Prix,Sakhir
27,HUL,Haas F1 Team,10.0,16.0,Lapped,0.0,2024,1,Bahrain Grand Prix,Sakhir
31,OCO,Alpine,19.0,17.0,Lapped,0.0,2024,1,Bahrain Grand Prix,Sakhir
10,GAS,Alpine,20.0,18.0,Lapped,0.0,2024,1,Bahrain Grand Prix,Sakhir
77,BOT,Kick Sauber,16.0,19.0,Lapped,0.0,2024,1,Bahrain Grand Prix,Sakhir
2,SAR,Williams,18.0,20.0,Lapped,0.0,2024,1,Bahrain Grand Prix,Sakhir
