DriverNumber,Abbreviation,TeamName,GridPosition,Position,Status,Points,Year,RaceNumber,EventName,CircuitName
5,VET,Aston Martin,10.0,8.0,Finished,4.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
10,GAS,AlphaTauri,0.0,9.0,Finished,2.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
23,ALB,Williams,6.0,10.0,Finished,1.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
18,STR,Aston Martin,9.0,11.0,Finished,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
4,NOR,McLaren,17.0,12.0,Finished,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
22,TSU,AlphaTauri,0.0,13.0,Finished,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
24,ZHO,Alfa Romeo,18.0,14.0,Finished,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
3,RIC,McLaren,7.0,15.0,Finished,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
20,MAG,Haas F1 Team,12.0,16.0,+1 Lap,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
47,MSC,Haas F1 Team,19.0,17.0,+1 Lap,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
6,LAT,Williams,11.0,18.0,+1 Lap,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
77,BOT,Alfa Romeo,13.0,19.0,Accident,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
44,HAM,Mercedes,4.0,20.0,Collision damage,0.0,2022,14,Belgian Grand Prix,Spa-Francorchamps
1,VER,Red Bull Racing,1.0,1.0,Finished,26.0,2022,15,Dutch Grand Prix,Zandvoort
63,RUS,Mercedes,6.0,2.0,Finished,18.0,2022,15,Dutch Grand Prix,Zandvoort
16,LEC,Ferrari,2.0,3.0,Finished,15.0,2022,15,Dutch Grand Prix,Zandvoort
44,HAM,Mercedes,4.0,4.0,Finished,12.0,2022,15,Dutch Grand Prix,Zandvoort
11,PER,Red Bull Racing,5.0,5.0,Finished,10.0,2022,15,Dutch Grand Prix,Zandvoort
14,ALO,Alpine,13.0,6.0,Finished,8.0,2022,15,Dutch Grand Prix,Zandvoort
4,NOR,McLaren,7.0,7.0,Finished,6.0,2022,15,Dutch Grand Prix,Zandvoort
55,SAI,Ferrari,3.0,8.0,Finished,4.0,2022,15,Dutch Grand Prix,Zandvoort
31,OCO,Alpine,12.0,9.0,Finished,2.0,2022,15,Dutch Grand Prix,Zandvoort
18,STR,Aston Martin,10.0,10.0,Finished,1.0,2022,15,Dutch Grand Prix,Zandvoort
10,GAS,AlphaTauri,11.0,11.0,Finished,0.0,2022,15,Dutch Grand Prix,Zandvoort
23,ALB,Williams,15.0,12.0,Finished,0.0,2022,15,Dutch Grand Prix,Zandvoort
47,MSC,Haas F1 Team,8.0,13.0,Finished,0.0,2022,15,Dutch Grand Prix,Zandvoort
5,VET,Aston Martin,19.0,14.0,Finished,0.0,2022,15,Dutch Grand Prix,Zandvoort
20,MAG,Haas F1 Team,18.0,15.0,Finished,0.0,2022,15,Dutch Grand Prix,Zandvoort
24,ZHO,Alfa Romeo,14.0,16.0,Finished,0.0,2022,15,Dutch Grand Prix,Zandvoort
3,RIC,McLaren,17.0,17.0,Finished,0.0,2022,15,Dutch Grand Prix,Zandvoort
6,LAT,Williams,20.0,18.0,+1 Lap,0.0,2022,15,Dutch Grand Prix,Zandvoort
77,BOT,Alfa Romeo,16.0,19.0,Engine,0.0,2022,15,Dutch Grand Prix,Zandvoort
22,TSU,AlphaTauri,9.0,20.0,Differential,0.0,2022,15,Dutch Grand Prix,Zandvoort
1,VER,Red Bull Racing,7.0,1.0,Finished,25.0,2022,16,Italian Grand Prix,Monza
16,LEC,Ferrari,1.0,2.0,Finished,18.0,2022,16,Italian Grand Prix,Monza
63,RUS,Mercedes,2.0,3.0,Finished,15.0,2022,16,Italian Grand Prix,Monza
55,SAI,Ferrari,18.0,4.0,Finished,12.0,2022,16,Italian Grand Prix,Monza
44,HAM,Mercedes,19.0,5.0,Finished,10.0,2022,16,Italian Grand Prix,Monza
11,PER,Red Bull Racing,13.0,6.0,Finished,9.0,2022,16,Italian Grand Prix,Monza
4,NOR,McLaren,3.0,7.0,Finished,6.0,2022,16,Italian Grand Prix,Monza
10,GAS,AlphaTauri,5.0,8.0,Finished,4.0,2022,16,Italian Grand Prix,Monza
45,DEV,Williams,8.0,9.0,Finished,2.0,2022,16,Italian Grand Prix,Monza
24,ZHO,Alfa Romeo,9.0,10.0,Finished,1.0,2022,16,Italian Grand Prix,Monza
31,OCO,Alpine,14.0,11.0,Finished,0.0,2022,16,Italian Grand Prix,Monza
47,MSC,Haas F1 Team,17.0,12.0,Finished,0.0,2022,16,Italian Grand Prix,Monza
77,BOT,Alfa Romeo,15.0,13.0,+1 Lap,0.0,2022,16,Italian Grand Prix,Monza
22,TSU,AlphaTauri,20.0,14.0,+1 Lap,0.0,2022,16,Italian Grand Prix,Monza
6,LAT,Williams,10.0,15.0,+1 Lap,0.0,2022,16,Italian Grand Prix,Monza
20,MAG,Haas F1 Team,16.0,16.0,+1 Lap,0.0,2022,16,Italian Grand Prix,Monza
3,RIC,McLaren,4.0,17.0,Oil leak,0.0,2022,16,Italian Grand Prix,Monza
18,STR,Aston Martin,12.0,18.0,Engine,0.0,2022,16,Italian Grand Prix,Monza
14,ALO,Alpine,6.0,19.0,Water pressure,0.0,2022,16,Italian Grand Prix,Monza
5,VET,Aston Martin,11.0,20.0,Engine,0.0,2022,16,Italian Grand Prix,Monza
11,PER,Red Bull Racing,2.0,1.0,Finished,25.0,2022,17,Singapore Grand Prix,Marina Bay
16,LEC,Ferrari,1.0,2.0,Finished,18.0,2022,17,Singapore Grand Prix,Marina Bay
55,SAI,Ferrari,4.0,3.0,Finished,15.0,2022,17,Singapore Grand Prix,Marina Bay
4,NOR,McLaren,6.0,4.0,Finished,12.0,2022,17,Singapore Grand Prix,Marina Bay
3,RIC,McLaren,16.0,5.0,Finished,10.0,2022,17,Singapore Grand Prix,Marina Bay
18,STR,Aston Martin,11.0,6.0,Finished,8.0,2022,17,Singapore Grand Prix,Marina Bay
1,VER,Red Bull Racing,8.0,7.0,Finished,6.0,2022,17,Singapore Grand Prix,Marina Bay
5,VET,Aston Martin,13.0,8.0,Finished,4.0,2022,17,Singapore Grand Prix,Marina Bay
44,HAM,Mercedes,3.0,9.0,Finished,2.0,2022,17,Singapore Grand Prix,Marina Bay
10,GAS,AlphaTauri,7.0,10.0,Finished,1.0,2022,17,Singapore Grand Prix,Marina Bay
77,BOT,Alfa Romeo,15.0,11.0,Finished,0.0,2022,17,Singapore Grand Prix,Marina Bay
20,MAG,Haas F1 Team,9.0,12.0,Finished,0.0,2022,17,Singapore Grand Prix,Marina Bay
47,MSC,Haas F1 Team,12.0,13.0,+1 Lap,0.0,2022,17,Singapore Grand Prix,Marina Bay
63,RUS,Mercedes,0.0,14.0,+2 Laps,0.0,2022,17,Singapore Grand Prix,Marina Bay
22,TSU,AlphaTauri,10.0,15.0,Accident,0.0,2022,17,Singapore Grand Prix,Marina Bay
31,OCO,Alpine,17.0,16.0,Engine,0.0,2022,17,Singapore Grand Prix,Marina Bay
23,ALB,Williams,18.0,17.0,Collision damage,0.0,2022,17,Singapore Grand Prix,Marina Bay
14,ALO,Alpine,5.0,18.0,Engine,0.0,2022,17,Singapore Grand Prix,Marina Bay
6,LAT,Williams,19.0,19.0,Collision damage,0.0,2022,17,Singapore Grand Prix,Marina Bay
24,ZHO,Alfa Romeo,14.0,20.0,Collision,0.0,2022,17,Singapore Grand Prix,Marina Bay
1,VER,Red Bull Racing,1.0,1.0,Finished,25.0,2022,18,Japanese Grand Prix,Suzuka
11,PER,Red Bull Racing,4.0,2.0,Finished,18.0,2022,18,Japanese Grand Prix,Suzuka
16,LEC,Ferrari,2.0,3.0,Finished,15.0,2022,18,Japanese Grand Prix,Suzuka
31,OCO,Alpine,5.0,4.0,Finished,12.0,2022,18,Japanese Grand Prix,Suzuka
44,HAM,Mercedes,6.0,5.0,Finished,10.0,2022,18,Japanese Grand Prix,Suzuka
5,VET,Aston Martin,9.0,6.0,Finished,8.0,2022,18,Japanese Grand Prix,Suzuka
14,ALO,Alpine,7.0,7.0,Finished,6.0,2022,18,Japanese Grand Prix,Suzuka
63,RUS,Mercedes,8.0,8.0,Finished,4.0,2022,18,Japanese Grand Prix,Suzuka
6,LAT,Williams,20.0,9.0,Finished,2.0,2022,18,Japanese Grand Prix,Suzuka
4,NOR,McLaren,10.0,10.0,Finished,1.0,2022,18,Japanese Grand Prix,Suzuka
3,RIC,McLaren,11.0,11.0,Finished,0.0,2022,18,Japanese Grand Prix,Suzuka
18,STR,Aston Martin,19.0,12.0,Finished,0.0,2022,18,Japanese Grand Prix,Suzuka
22,TSU,AlphaTauri,13.0,13.0,Finished,0.0,2022,18,Japanese Grand Prix,Suzuka
20,MAG,Haas F1 Team,18.0,14.0,Finished,0.0,2022,18,Japanese Grand Prix,Suzuka
77,BOT,Alfa Romeo,12.0,15.0,Finished,0.0,2022,18,Japanese Grand Prix,Suzuka
24,ZHO,Alfa Romeo,14.0,16.0,Finished,0.0,2022,18,Japanese Grand Prix,Suzuka
47,MSC,Haas F1 Team,15.0,17.0,Finished,0.0,2022,18,Japanese Grand Prix,Suzuka
10,GAS,AlphaTauri,17.0,18.0,Finished,0.0,2022,18,Japanese Grand Prix,Suzuka
55,SAI,Ferrari,3.0,19.0,Accident,0.0,2022,18,Japanese Grand Prix,Suzuka
23,ALB,Williams,16.0,20.0,Hydraulics,0.0,2022,18,Japanese Grand Prix,Suzuka
1,VER,Red Bull Racing,2.0,1.0,Finished,25.0,2022,19,United States Grand Prix,Austin
44,HAM,Mercedes,3.0,2.0,Finished,18.0,2022,19,United States Grand Prix,Austin
16,LEC,Ferrari,12.0,3.0,Finished,15.0,2022,19,United States Grand Prix,Austin
11,PER,Red Bull Racing,9.0,4.0,Finished,12.0,2022,19,United States Grand Prix,Austin
63,RUS,Mercedes,4.0,5.0,Finished,11.0,2022,19,United States Grand Prix,Austin
4,NOR,McLaren,6.0,6.0,Finished,8.0,2022,19,United States Grand Prix,Austin
14,ALO,Alpine,14.0,7.0,Finished,6.0,2022,19,United States Grand Prix,Austin
5,VET,Aston Martin,10.0,8.0,Finished,4.0,2022,19,United States Grand Prix,Austin
20,MAG,Haas F1 Team,13.0,9.0,Finished,2.0,2022,19,United States Grand Prix,Austin
22,TSU,AlphaTauri,19.0,10.0,Finished,1.0,2022,19,United States Grand Prix,Austin
31,OCO,Alpine,0.0,11.0,Finished,0.0,2022,19,United States Grand Prix,Austin
24,ZHO,Alfa Romeo,18.0,12.0,Finished,0.0,2022,19,United States Grand Prix,Austin
23,ALB,Williams,8.0,13.0,Finished,0.0,2022,19,United States Grand Prix,Austin
10,GAS,AlphaTauri,11.0,14.0,Finished,0.0,2022,19,United States Grand Prix,Austin
47,MSC,Haas F1 Team,16.0,15.0,Finished,0.0,2022,19,United States Grand Prix,Austin
3,RIC,McLaren,15.0,16.0,Finished,0.0,2022,19,United States Grand Prix,Austin
6,LAT,Williams,17.0,17.0,Finished,0.0,2022,19,United States Grand Prix,Austin
18,STR,Aston Martin,5.0,18.0,Collision,0.0,2022,19,United States Grand Prix,Austin
77,BOT,Alfa Romeo,7.0,19.0,Spun off,0.0,2022,19,United States Grand Prix,Austin
55,SAI,Ferrari,1.0,20.0,Collision damage,0.0,2022,19,United States Grand Prix,Austin
1,VER,Red Bull Racing,1.0,1.0,Finished,25.0,2022,20,Mexico City Grand Prix,Mexico City
44,HAM,Mercedes,3.0,2.0,Finished,18.0,2022,20,Mexico City Grand Prix,Mexico City
11,PER,Red Bull Racing,4.0,3.0,Finished,15.0,2022,20,Mexico City Grand Prix,Mexico City
63,RUS,Mercedes,2.0,4.0,Finished,13.0,2022,20,Mexico City Grand Prix,Mexico City
55,SAI,Ferrari,5.0,5.0,Finished,10.0,2022,20,Mexico City Grand Prix,Mexico City
16,LEC,Ferrari,7.0,6.0,Finished,8.0,2022,20,Mexico City Grand Prix,Mexico City
3,RIC,McLaren,11.0,7.0,+1 Lap,6.0,2022,20,Mexico City Grand Prix,Mexico City
31,OCO,Alpine,10.0,8.0,+1 Lap,4.0,2022,20,Mexico City Grand Prix,Mexico City
4,NOR,McLaren,8.0,9.0,+1 Lap,2.0,2022,20,Mexico City Grand Prix,Mexico City
77,BOT,Alfa Romeo,6.0,10.0,+1 Lap,1.0,2022,20,Mexico City Grand Prix,Mexico City
10,GAS,AlphaTauri,14.0,11.0,+1 Lap,0.0,2022,20,Mexico City Grand Prix,Mexico City
23,ALB,Williams,17.0,12.0,+1 Lap,0.0,2022,20,Mexico City Grand Prix,Mexico City
24,ZHO,Alfa Romeo,12.0,13.0,+1 Lap,0.0,2022,20,Mexico City Grand Prix,Mexico City
5,VET,Aston Martin,16.0,14.0,+1 Lap,0.0,2022,20,Mexico City Grand Prix,Mexico City
18,STR,Aston Martin,20.0,15.0,+1 Lap,0.0,2022,20,Mexico City Grand Prix,Mexico City
47,MSC,Haas F1 Team,15.0,16.0,+1 Lap,0.0,2022,20,Mexico City Grand Prix,Mexico City
20,MAG,Haas F1 Team,19.0,17.0,+1 Lap,0.0,2022,20,Mexico City Grand Prix,Mexico City
6,LAT,Williams,18.0,18.0,+2 Laps,0.0,2022,20,Mexico City Grand Prix,Mexico City
14,ALO,Alpine,9.0,19.0,Engine,0.0,2022,20,Mexico City Grand Prix,Mexico City
22,TSU,AlphaTauri,13.0,20.0,Collision damage,0.0,2022,20,Mexico City Grand Prix,Mexico City
63,RUS,Mercedes,1.0,1.0,Finished,26.0,2022,21,São Paulo Grand Prix,São Paulo
44,HAM,Mercedes,2.0,2.0,Finished,18.0,2022,21,São Paulo Grand Prix,São Paulo
55,SAI,Ferrari,7.0,3.0,Finished,15.0,2022,21,São Paulo Grand Prix,São Paulo
16,LEC,Ferrari,5.0,4.0,Finished,12.0,2022,21,São Paulo Grand Prix,São Paulo
14,ALO,Alpine,17.0,5.0,Finished,10.0,2022,21,São Paulo Grand Prix,São Paulo
1,VER,Red Bull Racing,3.0,6.0,Finished,8.0,2022,21,São Paulo Grand Prix,São Paulo
11,PER,Red Bull Racing,4.0,7.0,Finished,6.0,2022,21,São Paulo Grand Prix,São Paulo
31,OCO,Alpine,16.0,8.0,Finished,4.0,2022,21,São Paulo Grand Prix,São Paulo
77,BOT,Alfa Romeo,14.0,9.0,Finished,2.0,2022,21,São Paulo Grand Prix,São Paulo
18,STR,Aston Martin,15.0,10.0,Finished,1.0,2022,21,São Paulo Grand Prix,São Paulo
5,VET,Aston Martin,9.0,11.0,Finished,0.0,2022,21,São Paulo Grand Prix,São Paulo
24,ZHO,Alfa Romeo,13.0,12.0,Finished,0.0,2022,21,São Paulo Grand Prix,São Paulo
47,MSC,Haas F1 Team,12.0,13.0,Finished,0.0,2022,21,São Paulo Grand Prix,São Paulo
10,GAS,AlphaTauri,10.0,14.0,Finished,0.0,2022,21,São Paulo Grand Prix,São Paulo
23,ALB,Williams,19.0,15.0,Finished,0.0,2022,21,São Paulo Grand Prix,São Paulo
6,LAT,Williams,18.0,16.0,Finished,0.0,2022,21,São Paulo Grand Prix,São Paulo
22,TSU,AlphaTauri,0.0,17.0,+1 Lap,0.0,2022,21,São Paulo Grand Prix,São Paulo
4,NOR,McLaren,6.0,18.0,Gearbox,0.0,2022,21,São Paulo Grand Prix,São Paulo
20,MAG,Haas F1 Team,8.0,19.0,Collision,0.0,2022,21,São Paulo Grand Prix,São Paulo
3,RIC,McLaren,11.0,20.0,Collision,0.0,2022,21,São Paulo Grand Prix,São Paulo
1,VER,Red Bull Racing,1.0,1.0,Finished,25.0,2022,22,Abu Dhabi Grand Prix,Yas Island
16,LEC,Ferrari,3.0,2.0,Finished,18.0,2022,22,Abu Dhabi Grand Prix,Yas Island
11,PER,Red Bull Racing,2.0,3.0,Finished,15.0,2022,22,Abu Dhabi Grand Prix,Yas Island
55,SAI,Ferrari,4.0,4.0,Finished,12.0,2022,22,Abu Dhabi Grand Prix,Yas Island
63,RUS,Mercedes,6.0,5.0,Finished,10.0,2022,22,Abu Dhabi Grand Prix,Yas Island
4,NOR,McLaren,7.0,6.0,Finished,9.0,2022,22,Abu Dhabi Grand Prix,Yas Island
31,OCO,Alpine,8.0,7.0,Finished,6.0,2022,22,Abu Dhabi Grand Prix,Yas Island
18,STR,Aston Martin,14.0,8.0,Finished,4.0,2022,22,Abu Dhabi Grand Prix,Yas Island
3,RIC,McLaren,13.0,9.0,Finished,2.0,2022,22,Abu Dhabi Grand Prix,Yas Island
5,VET,Aston Martin,9.0,10.0,Finished,1.0,2022,22,Abu Dhabi Grand Prix,Yas Island
22,TSU,AlphaTauri,11.0,11.0,Finished,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island
24,ZHO,Alfa Romeo,15.0,12.0,+1 Lap,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island
23,ALB,Williams,19.0,13.0,+1 Lap,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island
10,GAS,AlphaTauri,17.0,14.0,+1 Lap,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island
77,BOT,Alfa Romeo,18.0,15.0,+1 Lap,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island
47,MSC,Haas F1 Team,12.0,16.0,+1 Lap,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island
20,MAG,Haas F1 Team,16.0,17.0,+1 Lap,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island
44,HAM,Mercedes,5.0,18.0,Hydraulics,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island
6,LAT,Williams,20.0,19.0,Collision damage,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island
14,ALO,Alpine,10.0,20.0,Water leak,0.0,2022,22,Abu Dhabi Grand Prix,Yas Island
1,VER,Red Bull Racing,1.0,1.0,Finished,25.0,2023,1,Bahrain Grand Prix,Sakhir
11,PER,Red Bull Racing,2.0,2.0,Finished,18.0,2023,1,Bahrain Grand Prix,Sakhir
14,ALO,Aston Martin,5.0,3.0,Finished,15.0,2023,1,Bahrain Grand Prix,Sakhir
55,SAI,Ferrari,4.0,4.0,Finished,12.0,2023,1,Bahrain Grand Prix,Sakhir
44,HAM,Mercedes,7.0,5.0,Finished,10.0,2023,1,Bahrain Grand Prix,Sakhir
18,STR,Aston Martin,8.0,6.0,Finished,8.0,2023,1,Bahrain Grand Prix,Sakhir
63,RUS,Mercedes,6.0,7.0,Finished,6.0,2023,1,Bahrain Grand Prix,Sakhir
77,BOT,Alfa Romeo,12.0,8.0,Finished,4.0,2023,1,Bahrain Grand Prix,Sakhir
10,GAS,Alpine,20.0,9.0,Finished,2.0,2023,1,Bahrain Grand Prix,Sakhir
23,ALB,Williams,15.0,10.0,Finished,1.0,2023,1,Bahrain Grand Prix,Sakhir
22,TSU,AlphaTauri,14.0,11.0,Finished,0.0,2023,1,Bahrain Grand Prix,Sakhir
2,SAR,Williams,16.0,12.0,Lapped,0.0,2023,1,Bahrain Grand Prix,Sakhir
20,MAG,Haas F1 Team,17.0,13.0,Lapped,0.0,2023,1,Bahrain Grand Prix,Sakhir
21,DEV,AlphaTauri,19.0,14.0,Lapped,0.0,2023,1,Bahrain Grand Prix,Sakhir
27,HUL,Haas F1 Team,10.0,15.0,Lapped,0.0,2023,1,Bahrain Grand Prix,Sakhir
24,ZHO,Alfa Romeo,13.0,16.0,Lapped,0.0,2023,1,Bahrain Grand Prix,Sakhir
4,NOR,McLaren,11.0,17.0,Lapped,0.0,2023,1,Bahrain Grand Prix,Sakhir
31,OCO,Alpine,9.0,18.0,Retired,0.0,2023,1,Bahrain Grand Prix,Sakhir
16,LEC,Ferrari,3.0,19.0,Retired,0.0,2023,1,Bahrain Grand Prix,Sakhir
81,PIA,McLaren,18.0,20.0,Retired,0.0,2023,1,Bahrain Grand Prix,Sakhir
11,PER,Red Bull Racing,1.0,1.0,Finished,25.0,2023,2,Saudi Arabian Grand Prix,Jeddah
1,VER,Red Bull Racing,15.0,2.0,Finished,19.0,2023,2,Saudi Arabian Grand Prix,Jeddah
14,ALO,Aston Martin,2.0,3.0,Finished,15.0,2023,2,Saudi Arabian Grand Prix,Jeddah
63,RUS,Mercedes,3.0,4.0,Finished,12.0,2023,2,Saudi Arabian Grand Prix,Jeddah
44,HAM,Mercedes,7.0,5.0,Finished,10.0,2023,2,Saudi Arabian Grand Prix,Jeddah
55,SAI,Ferrari,4.0,6.0,Finished,8.0,2023,2,Saudi Arabian Grand Prix,Jeddah
16,LEC,Ferrari,12.0,7.0,Finished,6.0,2023,2,Saudi Arabian Grand Prix,Jeddah
31,OCO,Alpine,6.0,8.0,Finished,4.0,2023,2,Saudi Arabian Grand Prix,Jeddah
10,GAS,Alpine,9.0,9.0,Finished,2.0,2023,2,Saudi Arabian Grand Prix,Jeddah
20,MAG,Haas F1 Team,13.0,10.0,Finished,1.0,2023,2,Saudi Arabian Grand Prix,Jeddah
22,TSU,AlphaTauri,16.0,11.0,Finished,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah
27,HUL,Haas F1 Team,10.0,12.0,Finished,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah
24,ZHO,Alfa Romeo,11.0,13.0,Finished,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah
21,DEV,AlphaTauri,18.0,14.0,Finished,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah
81,PIA,McLaren,8.0,15.0,Finished,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah
2,SAR,Williams,20.0,16.0,Finished,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah
4,NOR,McLaren,19.0,17.0,Finished,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah
77,BOT,Alfa Romeo,14.0,18.0,Lapped,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah
23,ALB,Williams,17.0,19.0,Retired,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah
18,STR,Aston Martin,5.0,20.0,Retired,0.0,2023,2,Saudi Arabian Grand Prix,Jeddah
1,VER,Red Bull Racing,1.0,1.0,Finished,25.0,2023,3,Australian Grand Prix,Melbourne
44,HAM,Mercedes,3.0,2.0,Finished,18.0,2023,3,Australian Grand Prix,Melbourne
14,ALO,Aston Martin,4.0,3.0,Finished,15.0,2023,3,Australian Grand Prix,Melbourne
18,STR,Aston Martin,6.0,4.0,Finished,12.0,2023,3,Australian Grand Prix,Melbourne
11,PER,Red Bull Racing,20.0,5.0,Finished,11.0,2023,3,Australian Grand Prix,Melbourne
4,NOR,McLaren,13.0,6.0,Finished,8.0,2023,3,Australian Grand Prix,Melbourne
27,HUL,Haas F1 Team,10.0,7.0,Finished,6.0,2023,3,Australian Grand Prix,Melbourne
81,PIA,McLaren,16.0,8.0,Finished,4.0,2023,3,Australian Grand Prix,Melbourne
24,ZHO,Alfa Romeo,17.0,9.0,Finished,2.0,2023,3,Australian Grand Prix,Melbourne
22,TSU,AlphaTauri,12.0,10.0,Finished,1.0,2023,3,Australian Grand Prix,Melbourne
77,BOT,Alfa Romeo,19.0,11.0,Finished,0.0,2023,3,Australian Grand Prix,Melbourne
55,SAI,Ferrari,5.0,12.0,Finished,0.0,2023,3,Australian Grand Prix,Melbourne
10,GAS,Alpine,9.0,13.0,Retired,0.0,2023,3,Australian Grand Prix,Melbourne
31,OCO,Alpine,11.0,14.0,Retired,0.0,2023,3,Australian Grand Prix,Melbourne
21,DEV,AlphaTauri,15.0,15.0,Retired,0.0,2023,3,Australian Grand Prix,Melbourne
2,SAR,Williams,18.0,16.0,Retired,0.0,2023,3,Australian Grand Prix,Melbourne
20,MAG,Haas F1 Team,14.0,17.0,Retired,0.0,2023,3,Australian Grand Prix,Melbourne
63,RUS,Mercedes,2.0,18.0,Retired,0.0,2023,3,Australian Grand Prix,Melbourne
23,ALB,Williams,8.0,19.0,Retired,0.0,2023,3,Australian Grand Prix,Melbourne
16,LEC,Ferrari,7.0,20.0,Retired,0.0,2023,3,Australian Grand Prix,Melbourne
11,PER,Red Bull Racing,3.0,1.0,Finished,25.0,2023,4,Azerbaijan Grand Prix,Baku
1,VER,Red Bull Racing,2.0,2.0,Finished,18.0,2023,4,Azerbaijan Grand Prix,Baku
16,LEC,Ferrari,1.0,3.0,Finished,15.0,2023,4,Azerbaijan Grand Prix,Baku
14,ALO,Aston Martin,6.0,4.0,Finished,12.0,2023,4,Azerbaijan Grand Prix,Baku
55,SAI,Ferrari,4.0,5.0,Finished,10.0,2023,4,Azerbaijan Grand Prix,Baku
44,HAM,Mercedes,5.0,6.0,Finished,8.0,2023,4,Azerbaijan Grand Prix,Baku
18,STR,Aston Martin,9.0,7.0,Finished,6.0,2023,4,Azerbaijan Grand Prix,Baku
63,RUS,Mercedes,11.0,8.0,Finished,5.0,2023,4,Azerbaijan Grand Prix,Baku
4,NOR,McLaren,7.0,9.0,Finished,2.0,2023,4,Azerbaijan Grand Prix,Baku
22,TSU,AlphaTauri,8.0,10.0,Finished,1.0,2023,4,Azerbaijan Grand Prix,Baku
81,PIA,McLaren,10.0,11.0,Finished,0.0,2023,4,Azerbaijan Grand Prix,Baku
23,ALB,Williams,12.0,12.0,Finished,0.0,2023,4,Azerbaijan Grand Prix,Baku
20,MAG,Haas F1 Team,16.0,13.0,Finished,0.0,2023,4,Azerbaijan Grand Prix,Baku
10,GAS,Alpine,17.0,14.0,Finished,0.0,2023,4,Azerbaijan Grand Prix,Baku
31,OCO,Alpine,19.0,15.0,Finished,0.0,2023,4,Azerbaijan Grand Prix,Baku
2,SAR,Williams,14.0,16.0,Finished,0.0,2023,4,Azerbaijan Grand Prix,Baku
27,HUL,Haas F1 Team,20.0,17.0,Lapped,0.0,2023,4,Azerbaijan Grand Prix,Baku
77,BOT,Alfa Romeo,13.0,18.0,Lapped,0.0,2023,4,Azerbaijan Grand Prix,Baku
24,ZHO,Alfa Romeo,15.0,19.0,Retired,0.0,2023,4,Azerbaijan Grand Prix,Baku
21,DEV,AlphaTauri,18.0,20.0,Retired,0.0,2023,4,Azerbaijan Grand Prix,Baku
1,VER,Red Bull Racing,9.0,1.0,Finished,26.0,2023,5,Miami Grand Prix,Miami
11,PER,Red Bull Racing,1.0,2.0,Finished,18.0,2023,5,Miami Grand Prix,Miami
14,ALO,Aston Martin,2.0,3.0,Finished,15.0,2023,5,Miami Grand Prix,Miami
63,RUS,Mercedes,6.0,4.0,Finished,12.0,2023,5,Miami Grand Prix,Miami
55,SAI,Ferrari,3.0,5.0,Finished,10.0,2023,5,Miami Grand Prix,Miami
44,HAM,Mercedes,13.0,6.0,Finished,8.0,2023,5,Miami Grand Prix,Miami
16,LEC,Ferrari,7.0,7.0,Finished,6.0,2023,5,Miami Grand Prix,Miami
10,GAS,Alpine,5.0,8.0,Finished,4.0,2023,5,Miami Grand Prix,Miami
31,OCO,Alpine,8.0,9.0,Finished,2.0,2023,5,Miami Grand Prix,Miami
20,MAG,Haas F1 Team,4.0,10.0,Finished,1.0,2023,5,Miami Grand Prix,Miami
22,TSU,AlphaTauri,17.0,11.0,Finished,0.0,2023,5,Miami Grand Prix,Miami
18,STR,Aston Martin,18.0,12.0,Finished,0.0,2023,5,Miami Grand Prix,Miami
77,BOT,Alfa Romeo,10.0,13.0,Finished,0.0,2023,5,Miami Grand Prix,Miami
23,ALB,Williams,11.0,14.0,Finished,0.0,2023,5,Miami Grand Prix,Miami
27,HUL,Haas F1 Team,12.0,15.0,Finished,0.0,2023,5,Miami Grand Prix,Miami
24,ZHO,Alfa Romeo,14.0,16.0,Finished,0.0,2023,5,Miami Grand Prix,Miami
4,NOR,McLaren,16.0,17.0,Finished,0.0,2023,5,Miami Grand Prix,Miami
