DriverNumber,Abbreviation,Q1Time,Q2Time,Q3Time,QualiPosition,Year,RaceNumber,BestQualiTime
44,HAM,0 days 00:01:12.937000,0 days 00:01:12.999000,0 days 00:01:12.818000,5.0,2023,7,72.818
18,STR,0 days 00:01:13.766000,0 days 00:01:13.082000,0 days 00:01:12.994000,6.0,2023,7,72.994
31,OCO,0 days 00:01:13.433000,0 days 00:01:13.001000,0 days 00:01:13.083000,7.0,2023,7,73.083
27,HUL,0 days 00:01:13.420000,0 days 00:01:13.283000,0 days 00:01:13.229000,8.0,2023,7,73.229
14,ALO,0 days 00:01:13.747000,0 days 00:01:13.098000,0 days 00:01:13.507000,9.0,2023,7,73.507
81,PIA,0 days 00:01:13.691000,0 days 00:01:13.059000,0 days 00:01:13.682000,10.0,2023,7,73.682
11,PER,0 days 00:01:13.874000,0 days 00:01:13.334000,,11.0,2023,7,73.334
63,RUS,0 days 00:01:13.326000,0 days 00:01:13.447000,,12.0,2023,7,73.447
24,ZHO,0 days 00:01:13.677000,0 days 00:01:13.521000,,13.0,2023,7,73.521
21,DEV,0 days 00:01:13.581000,0 days 00:01:14.083000,,14.0,2023,7,74.083
22,TSU,0 days 00:01:13.862000,0 days 00:01:14.477000,,15.0,2023,7,74.477
77,BOT,0 days 00:01:13.977000,,,16.0,2023,7,73.977
20,MAG,0 days 00:01:14.042000,,,17.0,2023,7,74.042
23,ALB,0 days 00:01:14.063000,,,18.0,2023,7,74.063
16,LEC,0 days 00:01:14.079000,,,19.0,2023,7,74.079
2,SAR,0 days 00:01:14.699000,,,20.0,2023,7,74.699
1,VER,0 days 00:01:20.851000,0 days 00:01:19.092000,0 days 00:01:25.858000,1.0,2023,8,85.858
27,HUL,0 days 00:01:22.730000,0 days 00:01:20.305000,0 days 00:01:27.102000,2.0,2023,8,87.102
14,ALO,0 days 00:01:21.481000,0 days 00:01:19.776000,0 days 00:01:27.286000,3.0,2023,8,87.286
44,HAM,0 days 00:01:21.554000,0 days 00:01:20.426000,0 days 00:01:27.627000,4.0,2023,8,87.627
63,RUS,0 days 00:01:21.798000,0 days 00:01:20.098000,0 days 00:01:27.893000,5.0,2023,8,87.893
31,OCO,0 days 00:01:22.114000,0 days 00:01:20.406000,0 days 00:01:27.945000,6.0,2023,8,87.945
4,NOR,0 days 00:01:21.998000,0 days 00:01:19.347000,0 days 00:01:28.046000,7.0,2023,8,88.046
55,SAI,0 days 00:01:22.248000,0 days 00:01:19.856000,0 days 00:01:29.294000,8.0,2023,8,89.294
81,PIA,0 days 00:01:22.190000,0 days 00:01:19.659000,0 days 00:01:31.349000,9.0,2023,8,91.349
23,ALB,0 days 00:01:21.938000,0 days 00:01:18.725000,,10.0,2023,8,78.725
16,LEC,0 days 00:01:21.843000,0 days 00:01:20.615000,,11.0,2023,8,80.615
11,PER,0 days 00:01:22.151000,0 days 00:01:20.959000,,12.0,2023,8,80.959
18,STR,0 days 00:01:22.677000,0 days 00:01:21.484000,,13.0,2023,8,81.484
20,MAG,0 days 00:01:22.351000,0 days 00:01:21.678000,,14.0,2023,8,81.678
77,BOT,0 days 00:01:22.332000,0 days 00:01:21.821000,,15.0,2023,8,81.821
22,TSU,0 days 00:01:22.746000,,,16.0,2023,8,82.746
10,GAS,0 days 00:01:22.886000,,,17.0,2023,8,82.886
21,DEV,0 days 00:01:23.137000,,,18.0,2023,8,83.137
2,SAR,0 days 00:01:23.337000,,,19.0,2023,8,83.337
24,ZHO,0 days 00:01:23.342000,,,20.0,2023,8,83.342
1,VER,0 days 00:01:05.116000,0 days 00:01:04.951000,0 days 00:01:04.391000,1.0,2023,9,64.391
16,LEC,0 days 00:01:05.577000,0 days 00:01:05.087000,0 days 00:01:04.439000,2.0,2023,9,64.439
55,SAI,0 days 00:01:05.339000,0 days 00:01:04.975000,0 days 00:01:04.581000,3.0,2023,9,64.581
4,NOR,0 days 00:01:05.617000,0 days 00:01:05.038000,0 days 00:01:04.658000,4.0,2023,9,64.658
44,HAM,0 days 00:01:05.673000,0 days 00:01:05.188000,0 days 00:01:04.819000,5.0,2023,9,64.819
18,STR,0 days 00:01:05.710000,0 days 00:01:05.121000,0 days 00:01:04.893000,6.0,2023,9,64.893
14,ALO,0 days 00:01:05.655000,0 days 00:01:05.181000,0 days 00:01:04.911000,7.0,2023,9,64.911
27,HUL,0 days 00:01:05.740000,0 days 00:01:05.362000,0 days 00:01:05.090000,8.0,2023,9,65.09
10,GAS,0 days 00:01:05.515000,0 days 00:01:05.308000,0 days 00:01:05.170000,9.0,2023,9,65.17
23,ALB,0 days 00:01:05.673000,0 days 00:01:05.387000,0 days 00:01:05.823000,10.0,2023,9,65.823
63,RUS,0 days 00:01:05.686000,0 days 00:01:05.428000,,11.0,2023,9,65.428
31,OCO,0 days 00:01:05.729000,0 days 00:01:05.453000,,12.0,2023,9,65.453
81,PIA,0 days 00:01:05.683000,0 days 00:01:05.605000,,13.0,2023,9,65.605
77,BOT,0 days 00:01:05.763000,0 days 00:01:05.680000,,14.0,2023,9,65.68
11,PER,0 days 00:01:05.177000,0 days 00:02:06.688000,,15.0,2023,9,126.688
22,TSU,0 days 00:01:05.784000,,,16.0,2023,9,65.784
24,ZHO,0 days 00:01:05.818000,,,17.0,2023,9,65.818
2,SAR,0 days 00:01:05.948000,,,18.0,2023,9,65.948
20,MAG,0 days 00:01:05.971000,,,19.0,2023,9,65.971
21,DEV,0 days 00:01:05.974000,,,20.0,2023,9,65.974
1,VER,0 days 00:01:29.428000,0 days 00:01:27.702000,0 days 00:01:26.720000,1.0,2023,10,86.72
4,NOR,0 days 00:01:28.917000,0 days 00:01:28.042000,0 days 00:01:26.961000,2.0,2023,10,86.961
81,PIA,0 days 00:01:29.874000,0 days 00:01:27.845000,0 days 00:01:27.092000,3.0,2023,10,87.092
16,LEC,0 days 00:01:29.143000,0 days 00:01:28.361000,0 days 00:01:27.136000,4.0,2023,10,87.136
55,SAI,0 days 00:01:29.865000,0 days 00:01:28.265000,0 days 00:01:27.148000,5.0,2023,10,87.148
63,RUS,0 days 00:01:29.412000,0 days 00:01:28.782000,0 days 00:01:27.155000,6.0,2023,10,87.155
44,HAM,0 days 00:01:29.415000,0 days 00:01:28.545000,0 days 00:01:27.211000,7.0,2023,10,87.211
23,ALB,0 days 00:01:29.466000,0 days 00:01:28.067000,0 days 00:01:27.530000,8.0,2023,10,87.53
14,ALO,0 days 00:01:29.949000,0 days 00:01:28.368000,0 days 00:01:27.659000,9.0,2023,10,87.659
10,GAS,0 days 00:01:29.533000,0 days 00:01:28.751000,0 days 00:01:27.689000,10.0,2023,10,87.689
27,HUL,0 days 00:01:29.603000,0 days 00:01:28.896000,,11.0,2023,10,88.896
18,STR,0 days 00:01:29.448000,0 days 00:01:28.935000,,12.0,2023,10,88.935
31,OCO,0 days 00:01:29.700000,0 days 00:01:28.956000,,13.0,2023,10,88.956
2,SAR,0 days 00:01:29.873000,0 days 00:01:29.031000,,14.0,2023,10,89.031
77,BOT,0 days 00:01:29.798000,,,15.0,2023,10,89.798
11,PER,0 days 00:01:29.968000,,,15.0,2023,10,89.968
22,TSU,0 days 00:01:30.025000,,,16.0,2023,10,90.025
24,ZHO,0 days 00:01:30.123000,,,17.0,2023,10,90.123
21,DEV,0 days 00:01:30.513000,,,18.0,2023,10,90.513
20,MAG,0 days 00:01:32.378000,,,19.0,2023,10,92.378
44,HAM,0 days 00:01:18.577000,0 days 00:01:17.427000,0 days 00:01:16.609000,1.0,2023,11,76.609
1,VER,0 days 00:01:18.318000,0 days 00:01:17.547000,0 days 00:01:16.612000,2.0,2023,11,76.612
4,NOR,0 days 00:01:18.697000,0 days 00:01:17.328000,0 days 00:01:16.694000,3.0,2023,11,76.694
81,PIA,0 days 00:01:18.464000,0 days 00:01:17.571000,0 days 00:01:16.905000,4.0,2023,11,76.905
24,ZHO,0 days 00:01:18.143000,0 days 00:01:17.700000,0 days 00:01:16.971000,5.0,2023,11,76.971
16,LEC,0 days 00:01:18.440000,0 days 00:01:17.580000,0 days 00:01:16.992000,6.0,2023,11,76.992
77,BOT,0 days 00:01:18.775000,0 days 00:01:17.563000,0 days 00:01:17.034000,7.0,2023,11,77.034
14,ALO,0 days 00:01:18.580000,0 days 00:01:17.701000,0 days 00:01:17.035000,8.0,2023,11,77.035
11,PER,0 days 00:01:18.360000,0 days 00:01:17.675000,0 days 00:01:17.045000,9.0,2023,11,77.045
27,HUL,0 days 00:01:18.695000,0 days 00:01:17.652000,0 days 00:01:17.186000,10.0,2023,11,77.186
55,SAI,0 days 00:01:18.393000,0 days 00:01:17.703000,,11.0,2023,11,77.703
31,OCO,0 days 00:01:18.854000,0 days 00:01:17.841000,,12.0,2023,11,77.841
3,RIC,0 days 00:01:18.906000,0 days 00:01:18.002000,,13.0,2023,11,78.002
18,STR,0 days 00:01:18.782000,0 days 00:01:18.144000,,14.0,2023,11,78.144
10,GAS,0 days 00:01:18.743000,0 days 00:01:18.217000,,15.0,2023,11,78.217
23,ALB,0 days 00:01:18.917000,,,16.0,2023,11,78.917
22,TSU,0 days 00:01:18.919000,,,17.0,2023,11,78.919
63,RUS,0 days 00:01:19.027000,,,18.0,2023,11,79.027
20,MAG,0 days 00:01:19.206000,,,19.0,2023,11,79.206
2,SAR,0 days 00:01:19.248000,,,20.0,2023,11,79.248
1,VER,0 days 00:01:58.515000,0 days 00:01:52.784000,0 days 00:01:46.168000,1.0,2023,12,106.168
16,LEC,0 days 00:01:58.300000,0 days 00:01:52.017000,0 days 00:01:46.988000,2.0,2023,12,106.988
11,PER,0 days 00:01:58.899000,0 days 00:01:52.353000,0 days 00:01:47.045000,3.0,2023,12,107.045
44,HAM,0 days 00:01:58.563000,0 days 00:01:52.345000,0 days 00:01:47.087000,4.0,2023,12,107.087
55,SAI,0 days 00:01:58.688000,0 days 00:01:51.711000,0 days 00:01:47.152000,5.0,2023,12,107.152
81,PIA,0 days 00:01:58.872000,0 days 00:01:51.534000,0 days 00:01:47.365000,6.0,2023,12,107.365
4,NOR,0 days 00:01:59.981000,0 days 00:01:52.252000,0 days 00:01:47.669000,7.0,2023,12,107.669
63,RUS,0 days 00:01:59.035000,0 days 00:01:52.605000,0 days 00:01:47.805000,8.0,2023,12,107.805
14,ALO,0 days 00:01:58.834000,0 days 00:01:52.751000,0 days 00:01:47.843000,9.0,2023,12,107.843
18,STR,0 days 00:01:59.663000,0 days 00:01:52.193000,0 days 00:01:48.841000,10.0,2023,12,108.841
22,TSU,0 days 00:01:59.044000,0 days 00:01:53.148000,,11.0,2023,12,113.148
10,GAS,0 days 00:01:59.511000,0 days 00:01:53.671000,,12.0,2023,12,113.671
20,MAG,0 days 00:02:00.020000,0 days 00:01:54.160000,,13.0,2023,12,114.16
77,BOT,0 days 00:01:59.484000,0 days 00:01:54.694000,,14.0,2023,12,114.694
31,OCO,0 days 00:01:59.634000,0 days 00:01:56.372000,,15.0,2023,12,116.372
23,ALB,0 days 00:02:00.314000,,,16.0,2023,12,120.314
24,ZHO,0 days 00:02:00.832000,,,17.0,2023,12,120.832
2,SAR,0 days 00:02:01.535000,,,18.0,2023,12,121.535
3,RIC,0 days 00:02:02.159000,,,19.0,2023,12,122.159
27,HUL,0 days 00:02:03.166000,,,20.0,2023,12,123.166
1,VER,0 days 00:01:20.965000,0 days 00:01:18.856000,0 days 00:01:10.567000,1.0,2023,13,70.567
4,NOR,0 days 00:01:21.276000,0 days 00:01:19.769000,0 days 00:01:11.104000,2.0,2023,13,71.104
63,RUS,0 days 00:01:21.345000,0 days 00:01:19.620000,0 days 00:01:11.294000,3.0,2023,13,71.294
23,ALB,0 days 00:01:20.939000,0 days 00:01:19.399000,0 days 00:01:11.419000,4.0,2023,13,71.419
14,ALO,0 days 00:01:21.840000,0 days 00:01:19.429000,0 days 00:01:11.506000,5.0,2023,13,71.506
55,SAI,0 days 00:01:21.321000,0 days 00:01:19.929000,0 days 00:01:11.754000,6.0,2023,13,71.754
11,PER,0 days 00:01:21.972000,0 days 00:01:19.856000,0 days 00:01:11.880000,7.0,2023,13,71.88
81,PIA,0 days 00:01:21.231000,0 days 00:01:19.392000,0 days 00:01:11.938000,8.0,2023,13,71.938
16,LEC,0 days 00:01:22.019000,0 days 00:01:19.600000,0 days 00:01:12.665000,9.0,2023,13,72.665
2,SAR,0 days 00:01:22.036000,0 days 00:01:20.067000,0 days 00:01:16.748000,10.0,2023,13,76.748
18,STR,0 days 00:01:21.570000,0 days 00:01:20.121000,,11.0,2023,13,80.121
10,GAS,0 days 00:01:21.735000,0 days 00:01:20.128000,,12.0,2023,13,80.128
44,HAM,0 days 00:01:21.919000,0 days 00:01:20.151000,,13.0,2023,13,80.151
22,TSU,0 days 00:01:21.781000,0 days 00:01:20.230000,,14.0,2023,13,80.23
27,HUL,0 days 00:01:21.891000,0 days 00:01:20.250000,,15.0,2023,13,80.25
24,ZHO,0 days 00:01:22.067000,,,16.0,2023,13,82.067
31,OCO,0 days 00:01:22.110000,,,17.0,2023,13,82.11
20,MAG,0 days 00:01:22.192000,,,18.0,2023,13,82.192
77,BOT,0 days 00:01:22.260000,,,19.0,2023,13,82.26
40,LAW,0 days 00:01:23.420000,,,20.0,2023,13,83.42
55,SAI,0 days 00:01:21.965000,0 days 00:01:20.991000,0 days 00:01:20.294000,1.0,2023,14,80.294
1,VER,0 days 00:01:21.573000,0 days 00:01:20.937000,0 days 00:01:20.307000,2.0,2023,14,80.307
16,LEC,0 days 00:01:21.788000,0 days 00:01:20.977000,0 days 00:01:20.361000,3.0,2023,14,80.361
63,RUS,0 days 00:01:22.148000,0 days 00:01:21.382000,0 days 00:01:20.671000,4.0,2023,14,80.671
11,PER,0 days 00:01:21.911000,0 days 00:01:21.240000,0 days 00:01:20.688000,5.0,2023,14,80.688
23,ALB,0 days 00:01:21.661000,0 days 00:01:21.272000,0 days 00:01:20.760000,6.0,2023,14,80.76
81,PIA,0 days 00:01:22.106000,0 days 00:01:21.527000,0 days 00:01:20.785000,7.0,2023,14,80.785
44,HAM,0 days 00:01:21.977000,0 days 00:01:21.369000,0 days 00:01:20.820000,8.0,2023,14,80.82
4,NOR,0 days 00:01:21.995000,0 days 00:01:21.581000,0 days 00:01:20.979000,9.0,2023,14,80.979
14,ALO,0 days 00:01:22.043000,0 days 00:01:21.543000,0 days 00:01:21.417000,10.0,2023,14,81.417
22,TSU,0 days 00:01:21.852000,0 days 00:01:21.594000,,11.0,2023,14,81.594
40,LAW,0 days 00:01:22.112000,0 days 00:01:21.758000,,12.0,2023,14,81.758
27,HUL,0 days 00:01:22.343000,0 days 00:01:21.776000,,13.0,2023,14,81.776
77,BOT,0 days 00:01:22.249000,0 days 00:01:21.940000,,14.0,2023,14,81.94
2,SAR,0 days 00:01:21.930000,0 days 00:01:21.944000,,15.0,2023,14,81.944
24,ZHO,0 days 00:01:22.390000,,,16.0,2023,14,82.39
10,GAS,0 days 00:01:22.545000,,,17.0,2023,14,82.545
31,OCO,0 days 00:01:22.548000,,,18.0,2023,14,82.548
20,MAG,0 days 00:01:22.592000,,,19.0,2023,14,82.592
18,STR,0 days 00:01:22.860000,,,20.0,2023,14,82.86
55,SAI,0 days 00:01:32.339000,0 days 00:01:31.439000,0 days 00:01:30.984000,1.0,2023,15,90.984
63,RUS,0 days 00:01:32.331000,0 days 00:01:31.743000,0 days 00:01:31.056000,2.0,2023,15,91.056
16,LEC,0 days 00:01:32.406000,0 days 00:01:32.012000,0 days 00:01:31.063000,3.0,2023,15,91.063
4,NOR,0 days 00:01:32.483000,0 days 00:01:31.951000,0 days 00:01:31.270000,4.0,2023,15,91.27
44,HAM,0 days 00:01:32.651000,0 days 00:01:32.019000,0 days 00:01:31.485000,5.0,2023,15,91.485
20,MAG,0 days 00:01:32.242000,0 days 00:01:31.892000,0 days 00:01:31.575000,6.0,2023,15,91.575
14,ALO,0 days 00:01:32.584000,0 days 00:01:31.835000,0 days 00:01:31.615000,7.0,2023,15,91.615
31,OCO,0 days 00:01:32.369000,0 days 00:01:32.089000,0 days 00:01:31.673000,8.0,2023,15,91.673
27,HUL,0 days 00:01:32.100000,0 days 00:01:31.994000,0 days 00:01:31.808000,9.0,2023,15,91.808
40,LAW,0 days 00:01:32.215000,0 days 00:01:32.166000,0 days 00:01:32.268000,10.0,2023,15,92.268
1,VER,0 days 00:01:32.398000,0 days 00:01:32.173000,,11.0,2023,15,92.173
10,GAS,0 days 00:01:32.452000,0 days 00:01:32.274000,,12.0,2023,15,92.274
11,PER,0 days 00:01:32.099000,0 days 00:01:32.310000,,13.0,2023,15,92.31
23,ALB,0 days 00:01:32.668000,0 days 00:01:33.719000,,14.0,2023,15,93.719
22,TSU,0 days 00:01:31.991000,,,15.0,2023,15,91.991
77,BOT,0 days 00:01:32.809000,,,16.0,2023,15,92.809
81,PIA,0 days 00:01:32.902000,,,17.0,2023,15,92.902
2,SAR,0 days 00:01:33.252000,,,18.0,2023,15,93.252
24,ZHO,0 days 00:01:33.258000,,,19.0,2023,15,93.258
18,STR,0 days 00:01:33.397000,,,20.0,2023,15,93.397
1,VER,0 days 00:01:29.878000,0 days 00:01:29.964000,0 days 00:01:28.877000,1.0,2023,16,88.877
81,PIA,0 days 00:01:30.439000,0 days 00:01:30.122000,0 days 00:01:29.458000,2.0,2023,16,89.458
4,NOR,0 days 00:01:30.063000,0 days 00:01:30.296000,0 days 00:01:29.493000,3.0,2023,16,89.493
16,LEC,0 days 00:01:30.393000,0 days 00:01:29.940000,0 days 00:01:29.542000,4.0,2023,16,89.542
11,PER,0 days 00:01:30.652000,0 days 00:01:29.965000,0 days 00:01:29.650000,5.0,2023,16,89.65
55,SAI,0 days 00:01:30.651000,0 days 00:01:30.067000,0 days 00:01:29.850000,6.0,2023,16,89.85
44,HAM,0 days 00:01:30.811000,0 days 00:01:30.040000,0 days 00:01:29.908000,7.0,2023,16,89.908
63,RUS,0 days 00:01:30.811000,0 days 00:01:30.268000,0 days 00:01:30.219000,8.0,2023,16,90.219
22,TSU,0 days 00:01:30.733000,0 days 00:01:30.204000,0 days 00:01:30.303000,9.0,2023,16,90.303
14,ALO,0 days 00:01:30.971000,0 days 00:01:30.465000,0 days 00:01:30.560000,10.0,2023,16,90.56
40,LAW,0 days 00:01:30.425000,0 days 00:01:30.508000,,11.0,2023,16,90.508
10,GAS,0 days 00:01:30.843000,0 days 00:01:30.509000,,12.0,2023,16,90.509
23,ALB,0 days 00:01:30.941000,0 days 00:01:30.537000,,13.0,2023,16,90.537
31,OCO,0 days 00:01:30.960000,0 days 00:01:30.586000,,14.0,2023,16,90.586
20,MAG,0 days 00:01:30.976000,0 days 00:01:30.665000,,15.0,2023,16,90.665
77,BOT,0 days 00:01:31.049000,,,16.0,2023,16,91.049
18,STR,0 days 00:01:31.181000,,,17.0,2023,16,91.181
27,HUL,0 days 00:01:31.299000,,,18.0,2023,16,91.299
24,ZHO,0 days 00:01:31.398000,,,19.0,2023,16,91.398
2,SAR,,,,20.0,2023,16,
1,VER,0 days 00:01:25.007000,0 days 00:01:24.483000,0 days 00:01:23.778000,1.0,2023,17,83.778
63,RUS,0 days 00:01:25.334000,0 days 00:01:24.827000,0 days 00:01:24.219000,2.0,2023,17,84.219
44,HAM,0 days 00:01:26.076000,0 days 00:01:24.381000,0 days 00:01:24.305000,3.0,2023,17,84.305
14,ALO,0 days 00:01:25.223000,0 days 00:01:25.241000,0 days 00:01:24.369000,4.0,2023,17,84.369
16,LEC,0 days 00:01:25.452000,0 days 00:01:25.079000,0 days 00:01:24.424000,5.0,2023,17,84.424
81,PIA,0 days 00:01:25.266000,0 days 00:01:24.724000,0 days 00:01:24.540000,6.0,2023,17,84.54
10,GAS,0 days 00:01:25.566000,0 days 00:01:24.918000,0 days 00:01:24.553000,7.0,2023,17,84.553
31,OCO,0 days 00:01:25.711000,0 days 00:01:24.928000,0 days 00:01:24.763000,8.0,2023,17,84.763
77,BOT,0 days 00:01:26.038000,0 days 00:01:25.297000,0 days 00:01:25.058000,9.0,2023,17,85.058
4,NOR,0 days 00:01:25.131000,0 days 00:01:24.685000,,10.0,2023,17,84.685
22,TSU,0 days 00:01:26.058000,0 days 00:01:25.301000,,11.0,2023,17,85.301
55,SAI,0 days 00:01:25.808000,0 days 00:01:25.328000,,12.0,2023,17,85.328
11,PER,0 days 00:01:25.991000,0 days 00:01:25.462000,,13.0,2023,17,85.462
23,ALB,0 days 00:01:26.118000,0 days 00:01:25.707000,,14.0,2023,17,85.707
27,HUL,0 days 00:01:25.904000,0 days 00:01:25.783000,,15.0,2023,17,85.783
2,SAR,0 days 00:01:26.210000,,,16.0,2023,17,86.21
18,STR,0 days 00:01:26.345000,,,17.0,2023,17,86.345
40,LAW,0 days 00:01:26.635000,,,18.0,2023,17,86.635
20,MAG,0 days 00:01:27.046000,,,19.0,2023,17,87.046
24,ZHO,0 days 00:01:27.432000,,,20.0,2023,17,87.432
16,LEC,0 days 00:01:36.061000,0 days 00:01:35.004000,0 days 00:01:34.723000,1.0,2023,18,94.723
4,NOR,0 days 00:01:35.110000,0 days 00:01:35.441000,0 days 00:01:34.853000,2.0,2023,18,94.853
44,HAM,0 days 00:01:35.091000,0 days 00:01:35.240000,0 days 00:01:34.862000,3.0,2023,18,94.862
55,SAI,0 days 00:01:35.824000,0 days 00:01:35.302000,0 days 00:01:34.945000,4.0,2023,18,94.945
63,RUS,0 days 00:01:36.165000,0 days 00:01:35.606000,0 days 00:01:35.079000,5.0,2023,18,95.079
1,VER,0 days 00:01:35.346000,0 days 00:01:35.008000,0 days 00:01:35.081000,6.0,2023,18,95.081
10,GAS,0 days 00:01:36.158000,0 days 00:01:35.496000,0 days 00:01:35.089000,7.0,2023,18,95.089
31,OCO,0 days 00:01:36.131000,0 days 00:01:35.413000,0 days 00:01:35.154000,8.0,2023,18,95.154
11,PER,0 days 00:01:35.989000,0 days 00:01:35.679000,0 days 00:01:35.173000,9.0,2023,18,95.173
81,PIA,0 days 00:01:36.064000,0 days 00:01:35.576000,0 days 00:01:35.467000,10.0,2023,18,95.467
22,TSU,0 days 00:01:35.913000,0 days 00:01:35.697000,,11.0,2023,18,95.697
24,ZHO,0 days 00:01:36.052000,0 days 00:01:35.698000,,12.0,2023,18,95.698
77,BOT,0 days 00:01:36.082000,0 days 00:01:35.858000,,13.0,2023,18,95.858
20,MAG,0 days 00:01:36.009000,0 days 00:01:35.880000,,14.0,2023,18,95.88
3,RIC,0 days 00:01:36.213000,0 days 00:01:35.974000,,15.0,2023,18,95.974
27,HUL,0 days 00:01:36.235000,,,16.0,2023,18,96.235
14,ALO,0 days 00:01:36.268000,,,17.0,2023,18,96.268
23,ALB,0 days 00:01:36.315000,,,18.0,2023,18,96.315
18,STR,0 days 00:01:36.589000,,,19.0,2023,18,96.589
2,SAR,0 days 00:01:36.827000,,,20.0,2023,18,96.827
16,LEC,0 days 00:01:18.401000,0 days 00:01:17.901000,0 days 00:01:17.166000,1.0,2023,19,77.166
55,SAI,0 days 00:01:18.755000,0 days 00:01:18.382000,0 days 00:01:17.233000,2.0,2023,19,77.233
1,VER,0 days 00:01:18.099000,0 days 00:01:17.625000,0 days 00:01:17.263000,3.0,2023,19,77.263
3,RIC,0 days 00:01:18.341000,0 days 00:01:17.706000,0 days 00:01:17.382000,4.0,2023,19,77.382
11,PER,0 days 00:01:18.553000,0 days 00:01:18.124000,0 days 00:01:17.423000,5.0,2023,19,77.423
44,HAM,0 days 00:01:18.677000,0 days 00:01:17.571000,0 days 00:01:17.454000,6.0,2023,19,77.454
81,PIA,0 days 00:01:18.241000,0 days 00:01:17.874000,0 days 00:01:17.623000,7.0,2023,19,77.623
63,RUS,0 days 00:01:18.893000,0 days 00:01:17.673000,0 days 00:01:17.674000,8.0,2023,19,77.674
77,BOT,0 days 00:01:18.429000,0 days 00:01:18.016000,0 days 00:01:18.032000,9.0,2023,19,78.032
24,ZHO,0 days 00:01:19.016000,0 days 00:01:18.440000,0 days 00:01:18.050000,10.0,2023,19,78.05
10,GAS,0 days 00:01:18.945000,0 days 00:01:18.521000,,11.0,2023,19,78.521
27,HUL,0 days 00:01:18.969000,0 days 00:01:18.524000,,12.0,2023,19,78.524
14,ALO,0 days 00:01:18.848000,0 days 00:01:18.738000,,13.0,2023,19,78.738
23,ALB,0 days 00:01:18.828000,0 days 00:01:19.147000,,14.0,2023,19,79.147
22,TSU,0 days 00:01:18.890000,,,15.0,2023,19,78.89
31,OCO,0 days 00:01:19.080000,,,16.0,2023,19,79.08
20,MAG,0 days 00:01:19.163000,,,17.0,2023,19,79.163
18,STR,0 days 00:01:19.227000,,,18.0,2023,19,79.227
4,NOR,0 days 00:01:21.554000,,,19.0,2023,19,81.554
2,SAR,,,,20.0,2023,19,
1,VER,0 days 00:01:10.436000,0 days 00:01:10.162000,0 days 00:01:10.727000,1.0,2023,20,70.727
16,LEC,0 days 00:01:10.472000,0 days 00:01:10.303000,0 days 00:01:11.021000,2.0,2023,20,71.021
18,STR,0 days 00:01:10.551000,0 days 00:01:10.375000,0 days 00:01:11.344000,3.0,2023,20,71.344
14,ALO,0 days 00:01:10.557000,0 days 00:01:10.237000,0 days 00:01:11.387000,4.0,2023,20,71.387
44,HAM,0 days 00:01:10.604000,0 days 00:01:10.266000,0 days 00:01:11.469000,5.0,2023,20,71.469
63,RUS,0 days 00:01:10.340000,0 days 00:01:10.316000,0 days 00:01:11.590000,6.0,2023,20,71.59
4,NOR,0 days 00:01:10.623000,0 days 00:01:10.021000,0 days 00:01:11.987000,7.0,2023,20,71.987
55,SAI,0 days 00:01:10.624000,0 days 00:01:10.254000,0 days 00:01:11.989000,8.0,2023,20,71.989
11,PER,0 days 00:01:10.668000,0 days 00:01:10.219000,0 days 00:01:12.321000,9.0,2023,20,72.321
81,PIA,0 days 00:01:10.519000,0 days 00:01:10.330000,,10.0,2023,20,70.33
27,HUL,0 days 00:01:10.475000,0 days 00:01:10.547000,,11.0,2023,20,70.547
31,OCO,0 days 00:01:10.763000,0 days 00:01:10.562000,,12.0,2023,20,70.562
10,GAS,0 days 00:01:10.793000,0 days 00:01:10.567000,,13.0,2023,20,70.567
20,MAG,0 days 00:01:10.602000,0 days 00:01:10.723000,,14.0,2023,20,70.723
23,ALB,0 days 00:01:10.621000,0 days 00:01:10.840000,,15.0,2023,20,70.84
22,TSU,0 days 00:01:10.837000,,,16.0,2023,20,70.837
3,RIC,0 days 00:01:10.843000,,,17.0,2023,20,70.843
77,BOT,0 days 00:01:10.955000,,,18.0,2023,20,70.955
2,SAR,0 days 00:01:11.035000,,,19.0,2023,20,71.035
24,ZHO,0 days 00:01:11.275000,,,20.0,2023,20,71.275
16,LEC,0 days 00:01:33.617000,0 days 00:01:32.775000,0 days 00:01:32.726000,1.0,2023,21,92.726
55,SAI,0 days 00:01:33.851000,0 days 00:01:33.338000,0 days 00:01:32.770000,2.0,2023,21,92.77
1,VER,0 days 00:01:34.190000,0 days 00:01:33.572000,0 days 00:01:33.104000,3.0,2023,21,93.104
63,RUS,0 days 00:01:34.137000,0 days 00:01:33.351000,0 days 00:01:33.112000,4.0,2023,21,93.112
10,GAS,0 days 00:01:34.272000,0 days 00:01:33.494000,0 days 00:01:33.239000,5.0,2023,21,93.239
23,ALB,0 days 00:01:34.634000,0 days 00:01:33.588000,0 days 00:01:33.323000,6.0,2023,21,93.323
2,SAR,0 days 00:01:34.525000,0 days 00:01:33.733000,0 days 00:01:33.513000,7.0,2023,21,93.513
77,BOT,0 days 00:01:34.305000,0 days 00:01:33.809000,0 days 00:01:33.525000,8.0,2023,21,93.525
20,MAG,0 days 00:01:34.337000,0 days 00:01:33.664000,0 days 00:01:33.537000,9.0,2023,21,93.537
14,ALO,0 days 00:01:34.422000,0 days 00:01:33.617000,0 days 00:01:33.555000,10.0,2023,21,93.555
